commentaire,dialect,classe
كدي سيبكم من السرقة والتخريب البرج دا واقف كيف في الجو قلبت التلفون فوق تحت ما عرفت,Sudan,normal
والله يا عمسيب هو ارجل منك شال سلاح وقاتل وانصاب وتاني رجع يقاتل ما زيك رجالتك بالكتابه ابقي راجل وتعال وقاتل مع الرجاله ما تبقي ليك فصاحة لسان,Sudan,abusive
صاحبنا الطاهرأول حاجه عشان يقوم من محلو بس يصل السبورة وحل  تلاته مرات يا حليلو,Sudan,normal
في النهاية ربنا م بيسئلك عن شنو قبيلتك ولون بشرتك في النهاية انت بني ادم زي أي واحد في الدنيا دي,Sudan,normal
كل الدعم يا عمسيب استمر,Sudan,normal
لو دي الحكمة بتاعت البرهان والسودان ماشي بالوضع الحالي دا معناها يا سودان عليك السلام,Sudan,normal
ياخ لو سقطنا دي زاتا ح تكون لينا دوله عميقه تانيه بتاعت حريه وتغير ويكونن دولتين عميقتين,Sudan,normal
اصلا الكيزان قاصدين وصلو الناس للمرحلة دي لكن خليها تمطر حصو,Sudan,hate
ان شاء الله بس ما بعتونا بالرخيص ياجنجوقحط,Sudan,hate
هذا الحرب بتتحل سياسيا وليس قبيليا ي عمسيب,Sudan,normal
الاعسير رجل وطنى يدافع عن المؤامرات الخارجيه والاقليميهله حق الدخول فى اي وقت مناسب لهكل الشعب السودانى بصوث واحدخالد الاعيسر وزير الاعلام جيش واحد شعب واحد,Sudan,normal
لن ننسي وقوفك في اول الحرب في وجه عواصف الخيانه,Sudan,normal
انت مش البرهان قال ليك تاني ما تظهر في كميرات القنوات,Sudan,normal
انفصال م في نهاي زول عندو حق في السودان عشان يفصل اقليم م في الما عجبتو السودان يتخارج بس ولو في طريقه نرجع جنوب السودان فتشها,Sudan,normal
والله انا بقيت خايفة نفقد عقل النهري العظيم عمسيب,Sudan,normal
الزول دا املو حبل واربطو شكلو جنا يبلوك في النار والزيت الحار,Sudan,hate
عشان كدا بطلع زي دا في القنوات و يولول عن إستهداف خيالي و يسوق لفكرة أن الجيش بكامله مُستهدف,Sudan,normal
تقدم تمثلني وتمثل حناني زاتو,Sudan,normal
يعني زي التمبرلي الجابو وزير خارجية وقال داير يأجر قواعد للجميع ويشيل منهم مبالغ ضخمة ويزرع ليهم أكل وشراب,Sudan,normal
الحل الوحيد هو السلام يا اوشان مناوي وجبريل يسعون من الحرب لتكوين امبراطويه عسكريه واقتصادية وبعد نخلص من حميدتي حانكتشف اننا صنعنا حميدتي جديد,Sudan,abusive
دا اهبل والبسمعوا ليهو اهبل منه و,Sudan,abusive
انت معروف كضاب يا مناوي,Sudan,abusive
لم يشر البيان من قريب او بعيد الي الاختلافات التي تعصف بتقدم بسبب تشكيل الحكومة المتخيلة قال الثياب اني لأعجب كيف يمكن أن يخون الخائنون ايخون انسان بلاده,Sudan,abusive
الحزب الشيوعي عندو كراع في الثورة وكراع في المعارضة والكيزان كرعينهم الاتنين في المعارضة يعني ثلاثة كرعين في مسيرات اكتوبر,Sudan,normal
ربنا يفتك بهولاء القتله,Sudan,abusive
إنت أكتر زول فاهم مشكلتنا معاك عمالتك لي عاهر العرب وداعرها كلب اليهود بن زايد ناقص الرجوله,Sudan,hate
كدي جيبوا شواويل ولموا الكارور اللي في الشوارع دي وخلوها عاصمة نظيفة من الأكياس المعشعشة في الأشجار و المجاري و غيرها,Sudan,normal
والايام ديالشرق بعد الغرب ودى مسلسل  اكبر من الكيزان مامرة ضد السودان  وحتشوف,Sudan,normal
وانا متاكد السودان كلو بمشي ليها عشان راحتو ولا عشان الشغل متوفر زي م حاصل حاليا في الخرطوم,Sudan,normal
اعتقد ان من العدل اضافة متناظر من العيار الثقيل لفريق رفع الدعم لانو بالجد دي كده مناظرة منحازة ونتيجتها واضحة شديد,Sudan,normal
والمواطنين والعزل ذنبهم شنو,Sudan,normal
في انصاري مالي مركزة بقول كلام خايب زي ده يوم المرأة قال مرت منو الدايرن تمرقوها للناس عشان تعمل ليكم شنو يا هو الفضل,Sudan,normal
بعدين تصارعوا على الكراسي وبعد ذلك اتخارجو كمان جابوا سلفاكيرقال عامل فيها رجل سلام,Sudan,normal
انت خليك في بلاهتك دي,Sudan,abusive
عمر عصام البلاوي في صلبه ده ههههه,Sudan,normal
شفت الجقلبه حصلت كيف لما هبشوهم في مؤسساتهم الما بتدفع اي ضريبه للبلد,Sudan,normal
توقيع التوم هجو لاتفاقية سلام دي زي الزول البحلف طلاق وهو ما متزوج,Sudan,normal
مارس بكره شنو المليونية يعني شنو الناس كمية,Sudan,normal
سعادة د حمدوك بعد السلام اسمح لي اناضمك بعد ما شفت بعينك شكرا حمدوك راحت فيها وحِست ولحقت الزينيين,Sudan,normal
طبعا لجنة الهوان و الغتغته ما صدقت اليوم لقت ليها شماعة تعلق فيها عدم ظهورها اليوم طبعا ما ظهروا لانشغالهم بخروجهم المظاهرات لتحقيق مطالب الثورة,Sudan,abusive
أضرب كمان عايز أتوب عبدالرحمن عمسيب الصفحة الرسمية,Sudan,normal
يلا كلنا نبلغ في الحساب بتاع بشري ده,Sudan,normal
كيزان منافقين ومجرمين تقتلوا الأبرياء وعاوزين أبناءهم داخل الجيش يسكتوا,Sudan,abusive
دي ورجغة مناصب ومصالح ومخصصات وسباق كراسي المواطن الغلبان خطتكم ليهو شنو,Sudan,normal
ي عمباس ولا عمسيب دي بتعتبر تفاها منك بس انت لو صح راجل تعال انزل الميدان,Sudan,abusive
ديل بعملو شنو هسع عليكم الله ممكن قحاتي قنيطو كبير يجي يجاوب,Sudan,abusive
الجنجويدي زي الجعران لا تعطه قيمة تعفصه بنعالك و تمضي إلى شأنك,Sudan,abusive
الحركات المسلحة هي حركات قومية تستوعب كل قبائل السودان,Sudan,normal
محتاجين لي البركبو راس معى حميدتي وبختو في علبو بكن اللاسف مؤدلجين  وما شايف في فرق بين المؤدلج والعميل,Sudan,normal
عمسيب يشتريك انت وعلاء,Sudan,abusive
داخليا عرفتو السرق المليون دولار التابعة لدانفوديو الصادروها ناس لجنة ازالة التمكين ولا الموضوع عدي ساي بحاسبها ومالنا العام سايب,Sudan,normal
عراب نهر النساء,Sudan,hate
ملابس غريبه وعجيبه مفروض يكون في زول مسؤول من ملابسك يا حاكم دارفور,Sudan,abusive
انا عرفتة الزول دا كوز نفس الخطابات بتاعت الكيذان بس انت لو خليت كلام الورق وقلت كلامك بكون احسن ليك,Sudan,normal
النسر الصحراوي جغمكو شين,Sudan,hate
اه بعد ده الحاصل في البلد بنتهي والله كلام بي الخشم الجنوب عمل كل شي بس مانبقي زيو,Sudan,normal
انت مافي فرق بينك وبين بوق الجنجويد الربيع,Sudan,abusive
أسي ديل فرقهم شنو من الكيزان الكانو بدقو أي زول مختلف معاهم في الرأي,Sudan,normal
حفظك الله ورعاك وسدد خطاك السيد عراب المرجفين فخامة المؤسس عبدالله حمدوك وراك وراكومافي واحد ينط في تعليقي لاني ما برحم ولا إنذار لمن أنذر شكرا حمدوك شكرا حمدوك,Sudan,normal
القصة ما قصة تعديل وزاري كل مرة وتجربوا فينا اي زول عامل خبير,Sudan,normal
ديل ماراجل ماتسمع الجعجه بتاعتم دي ملاقيط عيال العذبات عيال الضيف,Sudan,hate
نحن م دايرا التذكره ولا دايرين منك تذكرنا بالثورة دايرين منك تحل لينا العلة النحن فيها دي,Sudan,normal
وعشان كده قلنا عيب وغلط كبير الحصل في بلدنا مؤخرا بعد مشكلة الولاة,Sudan,normal
بجهد اهلي شعبي بالطواري واللودرات ونبني مستشفيات ومدارس واندية  بطوب وحجر,Sudan,normal
عندما يتحدث الهارب عن الرجولة,Sudan,abusive
ابوي مع كورونا دي بقى مشدد انو ما نمرق نهائي اليوم المرقته فيهو ووصلته البنات الكج ديل دقه لي تلفون تقول بحس,Sudan,normal
الفيديو الذي قام بتحريفه وتعديله الجنجويد على انه تسريب جنجويد ولصوص ومجرمين وكمان أغبياء الشعب السوداني حافظ المقطع ده حفظ,Sudan,hate
الشرطة وعساكر السجم فالحين بس في موت الشباب يادكتور لازمهم تاهيل من اول وجديد مصاصين الدماء,Sudan,abusive
نزوح المئات من عائلات عناصر مليشيا الإرهابية الغازية من مدينة بولاية جنوب إلى ولاية شمال كردفان وآخرين إلى مدينتي و بولاية غرب,Sudan,normal
حقو الناس تتذكر أنو السكات عن العوج والعوق والباطل هو الخلى الكيزان تجار الدين قعدوا تلاتين سنة,Sudan,normal
الفات برة معتبر الكفالة دي ذله والفي بلدو زهجان من قعاد الحله الكوز شايف العلماني بره المله,Sudan,abusive
بل بس يا نهري,Sudan,hate
الحزب الشيوعي بيذكرني بي قصة الحبوبة اللي دخلت الصندوق وبعد ما شالت الصرفة الأولى قالت بري ما عايزة تاني,Sudan,normal
بلد فوضى لي زول يقول اي كلام,Sudan,normal
الخائن العام شوف الشعار بتاع تخالف الجنجويد وقحت تعرف انهم لا علاقة لهم بالاسلام,Sudan,hate
وحدو بس يوم واحد و عشرين اكتوبروقال كدي وقام فرهد بعد ما ترمب غرّد,Sudan,normal
سجمى ما يمكن كان دايرة اخرب ليكم التطبيع الجديد قبال ما الدقيق يصل,Sudan,normal
زول فتن اعوذبالله منك,Sudan,normal
عمسيب أعمل لينا مقارنة من حيث الثبات وتعابير الوجه بين الشهيد محمد صديق وبين ياجوج بتاعهم داك القبضوه,Sudan,normal
أكتر حاجه غايظاني ناس مايسمي منبر السلام العادل ديل شابكننا الجنوب تريلا ثقيلة تأخر إنطلاق السودان,Sudan,normal
تحية خاصة لأحدث المتابعين لي يسرني انضمامك محمد المجتبئ الامين جبريل الكمين وجدي ابرهيم يعقوب الجمك شمس المزد راسمة الفرح توحةة عبدالله ام مروان أحمد علي محمد فرح,Sudan,normal
يوجد المدارة للمسلم اما لايداهن للباطل الا منافق,Sudan,abusive
مشتركه لي أي جنجويد مورال فوق,Sudan,hate
في رايك اتخلا المشروع عشان علاقة أشخاص دي دولة يازول,Sudan,normal
دي بلد يستوردوا منها شوالات خيش خلوها أدوية حسبنا الله ونعم الوكيل فيكم,Sudan,normal
الدعم السريع منظمه ارهابيه اسسها الفلول والكيزان لمحاربه إنسان السودان واهله,Sudan,hate
وباقي وزراء حرامية الكيزان ديل مسكوت عنهم تلاتين سنة بسرقو الي اليوم,Sudan,abusive
ماشالله دلنج الحبيبه الله يحفظها,Sudan,normal
عمك قوش طوالي عمل فيها عيان و عيال زايد طوالي قالوا ليهو تعال اتعالج عندنا زي الصادق المهدي و كده,Sudan,normal
والله انت براسك الحفيان دا غير البكي ما عندك اي حاجة أنا م عارف انت حاكم اقليم كيف وقاعد في بور سودان حاكم اون لاين ولاشنو دي حرب ما عندها عورتني زي نحن الجنجويد الطيران ببل فينا وبنقول قدام انت برضوا قول قدام بس وطلع قواتك من معسكرات النازحين خلي النواح أسيادك دايرين نصر مقابل دم اهلك يا ارزقي وبعدين اي خدمات قدمتها قطر لإقليم دارفور البوست شكلوا قاصد بيهو اهل الوسط ولفحة اهل دارفور,Sudan,hate
كل القوة مدني جوة,Sudan,normal
السودان الفدرالي حكم فدرالي اي ناس ولايه يحكمو نفسهم بنفسهم الجنجويد عليهم رضوان الله,Sudan,hate
ماذا حدث في امدر الليلة يا عمسيب,Sudan,normal
ديل كان منتظرين متييين يكنكشوا في الكراسي عشان يسفوا ويسرقوا,Sudan,normal
الشكلة المدورة دي حالياََ من الهدندوة فقط وما كل الهدندوة كمان منو الداير يعمل مشاكل في الشرق,Sudan,hate
البرهان يبقى في رأيك صاح بنصحك تمشي تتعالج انت مريض نفسيا,Sudan,abusive
هنا يا اردول انت زول بسيط والله,Sudan,normal
كلما اذادت وتيرة العنف كلما نقصت فرصة الوصول الي الحلول السلمية,Sudan,normal
قلنا ليكم م تدي قفاك لي العسكر اها انتو اديتوهم رقبتكم في يدينهم,Sudan,normal
بث مباشر للندوة السياسية الاسفيرية لتنسيقية القوى الديمقراطية المدنية تقدم ديسمبر,Sudan,normal
اول العسكر ما احمرو لحمدكة بقول ليهم نحن حكومة انتقالية ما من اختصاصنا التسليم الا تجي حكومة منتخبة وبرلمان,Sudan,normal
لكن بطريقة التفكير حقتنا دي السودان دا ما بيتطور ولا شي عايشين بس على جهالة,Sudan,normal
ياناس قولو بسم الله الزول دا كتب الكلام دا في صفحتو ولسه ماعرضو على الكونغرس الأميركي يعني قدحه توم بس شنو فرحانين للدين كدا,Sudan,normal
ان المنافقين في الدرك الاسفل من النار,Sudan,normal
الزول مالو هو,Sudan,normal
عودا حميدا مستطاب حيا الله النهري العظيم عمسيب العباسي,Sudan,normal
الزول الفضيل اذا مات من الفقر او جابو ليهو كنوز الأرض ما بتغيروا لانو أصحاب المبادئ الجد لا يتغيرون,Sudan,normal
ي زول انت م عندك شي غير القبيله عنصري نتن الزغاوة أمة منتشرين في كل بقاء الأرض غصبا عنك وعن اهلك,Sudan,abusive
كتحلي فجداقك ساعا قولي سامحوني هزي يدك تحكي نقلك هزي رجليك أثبت نصبتي روحك وصية التوانسة هاملة مقملة الحمد نعرف توانسة مرتي تونسية أسوء مثال التونسية تمثلي نفسك ادا يخني ذكاءي بلاك كشما دزيري فحل عملك حاجة خايبة سلام,Tunisia,normal
اعوذ بالله الشيطان الرجيم ربي يسترنا ويعافينا يحرقهم ويذلهم ذالهم ومفقرهم ومجوعهم كلاب المسيحين يحترمون المسلمين ولايفطرون امامهم ياكلاب يايهود تجاهرون بالمعصية وتأكلون رمضان الكريم ابتلانا بجار عاصي ومذنب ومرتد,Tunisia,hate
خوذهم عواطف وارتاح ورتحنا,Tunisia,normal
شعب يجهل دينه للأسف رحم ربي,Tunisia,hate
ربي يصبرنا الابتلاء,Tunisia,normal
انسان مثقف عاقل كمشة جهلة يفقهون العلم شيئا,Tunisia,normal
الكفر الكلام الزايد متحشموش,Tunisia,normal
حكاية فارغة قداشكم تافهين يهمنا,Tunisia,abusive
صدر بحر,Tunisia,normal
ربي نقول يهديك,Tunisia,normal
خامجةربي ينتقم اعلام العار,Tunisia,abusive
برا نيك زبلا,Tunisia,abusive
حرا يمي,Tunisia,hate
حمير تتجادل,Tunisia,hate
القحاب توافف,Tunisia,abusive
شلاكة وماتمثلناش ومايهمناش حياتك المهم نراو منضرك البلاطوات طيحتلنا قيمتنا,Tunisia,abusive
وماذا سيفعل القانون الجديد الحالات ترث الانثى أكثر الذكر الام والبنت ترث أكثر اباها حال ورثت امها,Tunisia,normal
تونس رجالها ماهمش رجال ماعندهمش القلب,Tunisia,hate
بصراحة ولد عواطف يستحقش البلبلة شئ بتبعوه الفارغين كيفو الراجل عندو حق شني هالتفاهة المستوى,Tunisia,normal
هذوك الحمير يسبو ربي يقطع لسانهم,Tunisia,abusive
وحدك شاب بشير والله تونس تعبت بهالمارك فسدولنا التلفزة بالعرا والكفر,Tunisia,normal
بوليتشيييك يرحم والدتشييك قمات وذني يجيبو فاهم التلفزه شعب زوالي فقير يتشرفش دوسيات شئ معروف ترافيك الطاولة تونس وقت يحب الحاكم يتحرك يتحرك يستناو تحل اكا البخره متاعك يعطيكم عمى اعلام لخرا,Tunisia,normal
حركة يقودها اليهود بتوظيف قوم لوط والبهئيين,Tunisia,hate
بالعكس أقمتم الشريعة ينتشر الفسق والفجور والكبائر وزنى المحارم تعلم دينك القذر حلل تنيك أمك وبنتك يجوز للإبن ينكح أمه بشرط يضع إحليله زبه قماش ويجوز للأب ينكح إبنته الزنى ويطأها وينجب أطفال المذاهب الأربعة ويجوز نكاح الجثة المية مضاجعة الوداع ويجوز نكاح البهيمة ونكاح الجهاد وإرضاع الكبير يوجد فساد أكثر إحمدوا ربكم العلمانية,Tunisia,hate
ضج الكون تصفيقا لحكمة قولک,Tunisia,normal
قحبة خووه,Tunisia,abusive
الرسول الصلاه السلام الإمام رضي,Tunisia,normal
جزائري تتكلم العرب البلاطوات فمك محلول ثبت كلامك,Tunisia,normal
بارك اللة يااخي مصر وربنا ينتقم الغنوشي ومورو تجار الدين عشاقالنساء والمال والنساء والاطفالوالمناصب تركوا الدين وبحثوا المال والوناصب واتفقوا وناصروا الاخوان الخوارج كلاب اهل النار يبكون ويندبون سقوط الاخوانالمتناكين وتركوا تونس وشانها يريدون تدمير وسقوط تونس العنف والفوضي لينقضوا مرة اخري واللة يستطيعوا المرة الاولي يستطيعوا انشاء اللة تحية مصر لشرفاء واحرار تونس للشواذ والمثليين والقوادين تجار الدين,Tunisia,hate
وجوه فقر تفوو,Tunisia,normal
نحب الانسانه منيش عافاه تحياتي الجزائر,Tunisia,normal
ياخذكم اخذ عزيز مقتدر,Tunisia,abusive
جيت بالصح راجل تقولهاش يالنقش حاجتي نقولكش ارواح نروحلك نديرلك حاجة صارتلك صغرك باين اغتصبوك طفولتك هههه,Tunisia,normal
كفار واليهود,Tunisia,hate
طحن للعبدلي ناقص قلبكم خير ڨعار ننصحك البس ملية اطلع للجبل,Tunisia,abusive
روح نحي التيشارت الفلفل فلفل ههههههههه,Tunisia,normal
بارك جازاك,Tunisia,normal
يرضى بحكم أعلن الحرب فأنتضر الهلاك الأكيد,Tunisia,normal
لطفي مستواااااه,Tunisia,normal
قالت منشربش الفوتكا,Tunisia,normal
ناس مفكرين حالهم افهم,Tunisia,normal
عقلية العرب الشق تربيتم بااظرب جديد بقيتم متأخرين ضحية الغرب,Tunisia,normal
وصلنا لوقت نناقش أية القرآن ونعطي رأي لاحول بالله,Tunisia,normal
مكلخين,Tunisia,normal
حرام الشي ربي سبحانو القرءان تعلوا كتاب يهديكم الصلاة والسلامتركت تمسكتم تضلوا بعدي,Tunisia,normal
دومنداه باه ينكو محبلوش هذاك مترفي,Tunisia,normal
عطاهم الواحد مستحق خير,Tunisia,normal
هههههههه يهديكم,Tunisia,normal
أخرس خنزير ديوث,Tunisia,hate
رقعة تحشي وشكرا لباعث القناة,Tunisia,abusive
روح نيك امك واختك ومرتك ووالديك,Tunisia,abusive
مسكينة تونس تتحمل,Tunisia,normal
لاأدعو إلى مقاطعة هاته القناة فقط إنما جميع قنواتنا فيها نفس السموم من إشاعة الفاحشة و الرذيلة والإلحاد والكفر في بعض الأحيان فاتقوا الله في دينكم وإولادكم وأزواجكم وأمهاتكم . أيعقل من مسلم أن يترك هاته السموم في منزله ؟؟ والله الذي لا إله إلا هو سيسأل كل منا  .أسأل الله الهداية لي ولكم,Tunisia,hate
خيييييت مازالت تحكي بوراء البلايك مستوى دنيئ منحط خيييت انحطاط اخلاقي رهيب تحسها فصالة تبدى تحكي تعوج فمها طردوها برنامج تلكبيرة سنية الدهماني المثقفة الجميلة صاحبة الاخلاق الرفيعة امينة سطا حرام يقعدوا البرنامج فهن يتشابهن معها شئ,Tunisia,normal
العيب مريم العيب تونس وشعب تونس ودولت تونس وحاكم تونس نهار كامل تحقر تونس وتوانسة وتونس هازتها لعنت قحبة,Tunisia,abusive
ألغي جلد الز بتر يد الس ارق ألغي الحرابة ملك اليمين أضيف قانون الخلع الطلاق أغلب أقطار العالم الإسلامي ساوت شهادة المرأة بالر جل أكيد محاميات نساء أليست نصوص محكمة قطعية الث بوت الد لالة الد بضاعة ذكورية معروضة الس وق تقتنون تشاؤون يبقي إستعباد المرأة جعلها خادمة نحت سيطرة الر جل,Tunisia,normal
لعنة وعلاء الدستور لغيتي ومشيتي لدستور كافرة فاجرة,Tunisia,abusive
حديث أعتقد النبي صل وسلم,Tunisia,normal
يذلك ياكلب القانون الأعلى القرآن الكريم دستورك كلب,Tunisia,abusive
فضحكم الاولاد الصغار تعايشا يحزنون يوما سيعلنون جزيرة جربة دولة يهودية,Tunisia,normal
الوبنة مبدأ,Tunisia,abusive
ومتنساش الساطور هازو فيديه قدام اولادو,Tunisia,normal
تتركون كلام رب العالمين وتتبعون كلام البشر,Tunisia,normal
نطولوش الكلام,Tunisia,normal
مذيعة متربيا تضحك ناس,Tunisia,normal
صحيح,Tunisia,normal
يرحم ولديك معلم,Tunisia,normal
تنكنا زبي تنكنا,Tunisia,abusive
ملاك الجزائر لبسا مسكات ببببببب,Tunisia,normal
شعب جاهل وحكام فاسقين كلاب إمريكى والصهاينة,Tunisia,hate
صاحبي الاوروب الناس تحب تعرف ناس الاوروب الصحاح تفضل لباريس اعرف جرجيس عكارة محرس غمراسنية جرابة صفاقسية ادخل الدواليب الصحيحة تشم ريحة الفلوس تعرف مخاخ التوانسة الصحاح قالو ولد حومة شعبية امورك هاكي تونس معلبلناش نعترفو بالجنوب ارضنا ارض جدادنا ديجا اهبط للجنوب تشوف البنوك شتخدم بالله نخرف نحكيلك حكايات تسمع سمع حدك تخلص كراء تقلي مالك المانيا تبيع فالغبرة مستحيل اللهم مسند قحبة المانية جابدتلك قرض تخلصو هانك مونسها ريقل روحك نحكي فالصندي لوغة حني حني احكاها لواحد منيك ميفهمش للمرا لبقاتلك جواعة بنية عمي هاكا ربما راجلك يخدم معاوناتو بالصبر فرنسا ميموت بالشر ليمخو حابس,Tunisia,abusive
برافو مايا,Tunisia,normal
تونس رحتي صح غابو رجالك,Tunisia,normal
مايا القصوري قحبة خامجة,Tunisia,abusive
تكذبو باه ديرو باز اففففغغ,Tunisia,normal
الغر السلفية سلفيتنا سلفية الخوارج البغاة الحروريين,Tunisia,normal
لطفي الروجلة والله تعيف,Tunisia,normal
لآلة المسماة مايا صوت المرأة عورة حديث قهوة تكديب احاديث الرسول صلى وسلم حديث راقي تعتبر روحها متحررة حداتية نقولها الشاب بشير صريح الرأي تاعو نافقش,Tunisia,normal
نطمعو حاجات نتلزو نوفقو حاجات قرار مساوات ميراث تونسى عمل إستخباراتي فرنسي صهيوني لضرب دين إسلام يرضى يهود نصرى نتبع ملاتهم,Tunisia,normal
والمادا النساء تونس متبرجات أكثر تونس الأخلاق التربية يخاف الدي خلقهم,Tunisia,normal
هههه ياوالله أحوال عايشه الخيال حسيت سوبر وومن تحكي قتلك تتجسس إيش تتجس ورجال اعمال رجال سياسه وجيش إيش سهر وايش صوحب اساس الطرابلسيه شادين الأعمال وكعبتين تحتهم يتفرجوا رأفت الهجان,Tunisia,normal
ماسطة لاسطة,Tunisia,hate
تقصد حكم امك اختك,Tunisia,normal
يبين روحو هوا مدامة يخي يخي جايح,Tunisia,normal
الافارقة أسباب المشاكل المغرب والجزائر بركاجات تزيف عملة وتحرش بالنساء وسرقات جراثيم يجيب قطعها تونس واعتبروني أكبر عنصري السرطان يجب قطعه تونس,Tunisia,hate
قحبة دير حجاب وانبعد تفتي تحيا الجزائر,Tunisia,abusive
بجاه ربي خمم اهيز يعدي يبعثهم الرازي ديريكت يمرض نحس روحي مخي حبس قلبي تنفخ نحرق للمزنبيق الشقيق حكة طماطم,Tunisia,normal
صاحب صخرة الماطري,Tunisia,normal
جزاك خيرا,Tunisia,normal
قصفها الشاب بشير خخخخخخخ,Tunisia,normal
تنتفضون أحكام الميراث تتركوا بقبة الأحكام دين العبودية الإضطهاد مسكين الش عب ضارب الجهل للعنكوش وقوى الر الماسكة بزمام المقود,Tunisia,normal
هههخخخههه والله توب يازبي كملو لكلاش منيكين تحية تبسة جزائر,Tunisia,abusive
عطيتوها قيمتها مريم الدباغ,Tunisia,normal
مايا عاهرة وحيدة الدريدي بطرونة عاملة مسلسل حلقة طلعت ميبونة ومش عاجبها بشير تفووووه,Tunisia,abusive
محبيش ولد عواطف يخذ الفلوس نخذهم نعمل مشروع,Tunisia,normal
رزين و ماسط اكثر من نهار الاثنين,Tunisia,hate
لطفي جلطام قليل حياء يستخايل روحو خير مالناس يعيف,Tunisia,normal
تونسي اب جد الحقوق حقه الترشح الرئاسة تهمنا ديانته هوى ابن تونس ونتشرف فرق بالتقوى,Tunisia,normal
قانون ياشعب تونس,Tunisia,normal
تاريخ فلسطين يقتل الطير الأسود نفاق,Tunisia,normal
مسلم متشبه بالإناث وماينجمش يتكلم دينو زادا ماتنجميش تتفوهي بكلمة الإسلام مدامك مشكي ساطرة راسك ومنحيا مكياجك فهمتي وهادي مينجمش يتكلم أظن قريتاها كتاب ابا جهل,Tunisia,normal
توة مذيعة قولش شامتة مريم ولد عواطف مسكين زوالي,Tunisia,normal
حرام عملولك الدزيرية,Tunisia,normal
لطفي كعيبة ليكس,Tunisia,normal
بالله لغة الشعب,Tunisia,normal
عيب ضهرك مسطك شد بلادك وسكر فمك,Tunisia,abusive
خزي تونسي مايتحشمش ايقارن بلاد الدعاره بلاد حافظ لكتاب تفو,Tunisia,hate
بيت القصيد قحبة خامجة لمراء أمراء ناتنة لوصنعت صارخ طار السماء ههههههههههههه خامجة افففففففففففففف,Tunisia,hate
بالله حسبنا ونعم لوكيل,Tunisia,normal
رجل الاعمال معاک بو عصبة موناکو ننصحک بشلاکة شد باها ترمتک إشواها لين اتقر تقول منيک رخصک ولد عواطف فلوسک شفت شعب تونس قداشو غالي تفوه عليک,Tunisia,abusive
بنت بلادي برافو,Tunisia,normal
ياشموسة الجزائر كامل طلعت خير,Tunisia,normal
حق بشرة ممسطها,Tunisia,abusive
ميفهمون اللغه العربيه خطر ياجماعه,Tunisia,normal
تبانلي تكذب حابو يديرو لبوز,Tunisia,normal
والله سلطان الغلة الحق,Tunisia,normal
شمس متربي لطفي المسخ وجه الفار,Tunisia,abusive
تونس القدم معروفة بجمال البنات العهر,Tunisia,hate
شمس توووووووب,Tunisia,normal
يمكنك معرفة أعمار الفتيات أختبار للأذكياء,Tunisia,normal
زاب متشوفوش مبهما تمعندهاشيء مخها كلو كذب مستكا لعبتها مخبرات بهيما مخها,Tunisia,abusive
المنشط كلب وشكام فتنة تربحوا,Tunisia,normal
اتفه انسانة ريتها في حياتي ملا مستوا منحط ...,Tunisia,hate
تحكى عورة منغير حجاب وشعرك عريان عورة تحكي العورة حجابك تحكي العورة مايا النبي صلى وسلم الحديث نساء كاسيات عاريات مميلات يدخلن الجنة يشمنا ريحها حديث خطير النبي صلى وسلم مازلت ميش تحب تتحجب ربي يهدي بنات تونس نحبولهم لخير,Tunisia,hate
مريضة,Tunisia,normal
عاجبك الحال لعملوه هدا مغربي مراهش خوك مراهش مسلم يقلك منقدرش نرجع لاهلي وانا دارولي عاهة باين وليد حرام شاء يصيبك أصابهم وتعرف ربي متخفش ربي حسبنا ونعم الوكيل,Tunisia,normal
ربي يهديهم الحق المبادرة القانونية مدروسة تتعارض مجلة الاحوال الشخصية ربي يهدي الحق الشيخ بشير,Tunisia,normal
نحكيو دياثة مخنث شواذ فبلدك جزائر أكبر مثال بلد هواري انوش واي واي جمعية بلد العربي الوحيد المشترك كأس العالم لشواذ باريس,Tunisia,hate
جزاءري شاء تونس بخير اغلب شعبها مسلمين ويحبون ورسوله وسوف يتصدون لمثل هده القوانين الجاءرة هدا القانون يخد المراة يخدم الرجل فصل المولى عز وجل سموات اعلم واعدل منا البشر,Tunisia,normal
عز وجل ذكر انثى,Tunisia,normal
صحيبي خايشتوها بالبزاف باز باز حررتو فلسطييين,Tunisia,normal
والله السيد فرنسا زدت نفختو ولد عواطف يرا روحو كادوريم,Tunisia,normal
كلمه وحده لمريم امك ورا لبلايك امك تونسيه يوفا لحديث,Tunisia,normal
وقتالش استعمرون العرب افريقية تونس,Tunisia,normal
دولة داخلة حيط والله القرآن صريح وواضح يحب يكتب ميراث لبنته مرته اخته طيب حر بالله مساواة وذني,Tunisia,normal
مايا القصوري أقل بكثير أنو إنسان يستمع يجيبها تتقاضى أجر السرك تقوم قناة الخور التونسي,Tunisia,normal
نشكرك الشاب بشير الحق كلامك صوت المرأة عورة فعلا والغناء حرام قالته ماية كلام تافه,Tunisia,normal
غريبة والله أفارقة ننتموا للقارة الإفريقية معناتها أصلنا سمر وحادثة السفير تنجم عنصرية أساس أحنا البيض متقتلش منا,Tunisia,normal
لطفي ساقط برجولية ماتصلحش فنان فتى شوارع مايجيش بالك ضحكت الناس نضحكو ونلعنو تربيتك شمس الدين متربي ومتخلق يرحمم لميمة جابتو دزيرية,Tunisia,abusive
